organization_name,communityId,country
CO.DON AG,16831,DE
WORLDLINE,16833,FR
INSTITUT POLYTECHNIQUE DE PARIS,16834,FR
Bitwards Oy,16835,FI
WITHSECURE OYJ,16836,FI
Roseman Labs B.V.,16837,NL
BAYETAV,16844,TR
MAX WEBER STIFTUNG DEUTSCHE GEISTESWISSENSCHAFTLICHE INSTITUTE IM AUSLAND,16845,DE
FORCE TECHNOLOGY,16846,DK
Oatly AB,16847,SE
STEGRA AB,16848,SE
FURHAT ROBOTICS AB,16852,SE
RT Corporation,16853,JP
BETTERING OUR WORLDS (BOW) LTD,16854,UK
Fondazione IDIS-Città della Scienza,16855,IT
Korea Institute of Science and Technology,16857,KR
knowledge for business srl,16858,IT
ALISYS DIGITAL SL,16859,ES
United Robotics Group GmbH,16860,DE
CYCLOLAB CIKLODEXTRIN KUTATO-FEJLESZTO KFT,16861,HU
RWS Translations Ltd,16869,UK
UNIVERSITY OF WOLVERHAMPTON,16870,UK
MODUL UNIVERSITY VIENNA GMBH,16871,AT
"Jiangsu University, School of Mathematical Sciences",16872,CN
University of Notre Dame du Lac,16873,US
Zeta Alpha Vector B.V.,16874,NL
UNIVERSITY OF PITTSBURGH,16875,US
APA-IT INFORMATIONS TECHNOLOGIE GMBH,16876,AT
BEIHANG UNIVERSITY,16877,CN
NATIONAL UNIVERSITY CORPORATION INSTITUTE OF SCIENCE TOKYO,16878,JP
Ecopack Spa,16892,IT
KAYALAR KIMYA SANAYI VE TICARET ANONIM SIRKETI,16893,TR
Microla Optoelectronics srl,16894,IT
Logitech (Europe) SA,16895,CH
SICPA SA,16896,CH
Cobra Films,16918,BE
"Magtymguly Institute of Language, Literature and National Manuscripts",16919,TM
NON COMMERCIAL JOINT STOCK COMPANY KAZAKH NATIONAL UNIVERSITY NAMES AFTER AL-FARABI,16920,KZ
TOSHKENT DAVLAT IQTISODIYOT UNIVERSITETI,16921,UZ
Institute of Entrepreneurship and service,16922,TJ
CENTRO PER LA COOPERAZIONE INTERNAZIONALE,16923,IT
Center for Sociological Research Ltd,16924,AZ
SDU UNIVERSITY,16925,KZ
ATATURK-ALATOO INTERNATIONAL UNIVERSITY,16926,KG
PUBLIC FUND POSTSOVETISTAN,16927,KG
Economic Policy and Research Center,16928,GE
Hodowla Roslin Smolice Sp. z o.o. Grupa IHAR,16929,PL
SYNGENTA CROP PROTECTION AG,16930,CH
SYNGENTA LIMITED,16931,UK
LABDEERS SRO,16932,CZ
Norsk Teknisk Museum,16933,NO
Universidad Nacional de Lujan,16934,AR
ASSOCIACAO BUILT COLAB - COLABORATIVE LABORATORY FOR THE FUTURE BUILTENVIRONMENT,16935,PT
NAPS LAB SOCIETA A RESPONSABILITA LIMITATA,16936,IT
PRISMA ELECTRONICS SA,16937,EL
INOVASFERA OOD,16938,BG
AIDIGITS LTD,16939,CY
JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,16940,JO
AHRAM CANADIAN UNIVERSITY,16941,EG
ALMAC DISCOVERY LTD,16942,UK
THE OHIO STATE UNIVERSITY,16943,US
HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,16944,US
CEREGE,16948,
João de Deus & Filhos SA,16950,PT
"Vimasol - Energias Renováveis,Lda",16951,PT
Transmitting Science S.L.,16953,ES
FACULDADE DE MEDICINA DA UNIVERSIDADE DE LISBOA,16954,PT
PetriDish Software Lda,16955,PT
Women on Stage,16956,CH
FIVES CRYO,16972,FR
Easy Energy Consulting & Technology SA,16973,CH
Rosswag GmbH,16974,DE
ARTHEX BIOTECH SL,16982,ES
Salutem Insights,16983,IE
PRO RETINA DEUTSCHLAND,16984,DE
Learning By Simulation,16985,NL
Federacion de Asociaciones de Distrofias Hereditarias de Retina de España,16986,ES
BAHCESEHIR UNIVERSITESI,16987,TR
INSTITUTE OF PLANT PHYSIOLOGY AND GENETICS OF BULGARIAN ACADEMY OF SCIENCES,16998,BG
INSTITUTO DE BIOLOGIA MOLECULAR Y CELULAR DE ROSARIO,16999,AR
Centro de Estudios Fotosintéticos y Bioquímicos,17000,AR
UNIVERSITY OF WORCESTER,17001,UK
Dolna Mitropolia Municipality,17002,BG
NATIONAL MUSEUM OF NATURAL HISTORY,17003,BG
BALGARSKI GEOGRAFSKI PORTAL-GEOGRAF BG,17004,BG
INSTITUTE OF FISHING RESOURCES - VARNA,17005,BG
ZABAVNA MATEMATIKA,17006,BG
Asociatsia na mladite poliarni izsledovateli,17007,BG
NATIONAL ACADEMY OF ART,17008,BG
FORUM DEMOCRIT,17009,BG
Luben Karavelov Regional Library,17010,BG
CHIMIKOTECHNOLOGITCHEN I METALURGITCHEN UNIVERSITET,17011,BG
TECHNICAL UNIVERSITY - GABROVO,17012,BG
INSTITUT ZA ETNOLOGIYA I FOLKLORISTIKA S ETNOGRAFSKI MUZEY PRI BULGARSKA AKADEMIYA NA NAUKITE,17013,BG
"""University  of Ruse """"Angel Kanchev""""""",17014,BG
THE ANTENNA COMPANY NEDERLAND BV,17015,NL
SATCUBE AB,17016,SE
"WITNESS, Inc.",17018,US
THE MEN'S DEVELOPMENT NETWORK COMPANY LIMITED BY GUARANTEE,17020,IE
Cuadernos PAGU,17021,BR
STEM INNOVATION srl,17023,IT
NANOTECH SOLUTIONS SOCIEDAD LIMITADA,17025,ES
OBSZAR METROPOLITALNY GDANSK-GDYNIA-SOPOT,17026,PL
OPTIYOL KARAR DESTEK TEKNOLOJILERI AS,17027,TR
JIT TEAM SP Z OO,17028,PL
CITYBIKE POLAND Sp. z o.o.,17029,PL
BioGaia AB,17030,SE
FIRMENICH SA,17031,CH
COMMUNAUTE UNIVERSITES ET ETABLISSEMENTS NORMANDIE UNIVERSITE,17032,FR
F.I.S. FABBRICA ITALIANA SINTETICI SPA,17034,IT
Liceo classico Megara sez scientifica annessa,17035,IT
LIFETEC GROUP BV,17037,NL
FINOVATIS,17038,FR
SCIOMICS GMBH,17039,DE
EVERCYTE GMBH,17040,AT
MEDETIA SAS,17041,FR
Richard Tran,17042,US
NATIONAL STANDARDS AUTHORITY OF IRELAND,17043,IE
Neurent Medical Ltd,17044,IE
COOK IRELAND LIMITED,17045,IE
Viscus Biologics LLC,17046,US
Factor Bioscience Limited,17047,IE
INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE - IFPRI,17049,US
TRANSPARENCY INTERNATIONAL ITALIA,17050,IT
NORDISKT GENRESURSCENTER,17053,SE
GENO SA,17054,NO
TOPIGS NORSVIN RESEARCH CENTER BV,17055,NL
Kharkiv State Regional Science and Research Center on Information Security,17057,UA
CENTRE DE SELECTION DE BECHANNE,17058,FR
THE EUROPEAN ALLIANCE FOR MEDICAL AND BIOLOGICAL ENGINEERING AND SCIENCE,17059,BE
Ard Innovation AS,17060,NO
SMITHSONIAN INSTITUTION,17061,US
ANCORME,17062,PT
SYNDICAT DES SELECTIONNEURS AVICOLES ET AQUACOLES FRANCAIS,17063,FR
Institute for Problems of Cryobiology and Cryomedicine of the National Academy of Sciences of Ukraine,17064,UA
Ministry of Industry Energy and Mining,17065,UY
IRISH UNIVERSITIES ASSOCIATION,17066,IE
DEPARTMENT OF SCIENCE AND TECHNOLOGY,17067,PH
"Ministerio de Ciencia, Tecnología e Innovación Productiva",17068,AR
National Wine Agency of Georgia,17079,GE
MIGUEL TORRES SA,17080,ES
Reyneke Winery,17081,ZA
Wine Company SHUMI LTD,17082,GE
PARSEC SRL,17083,IT
FUNDACION RIOJA SALUD-FRS,17084,ES
SICAREX Beaujolais S.A.S.,17085,FR
azienda agricola Ferghettina,17086,IT
Izidor Petric,17087,SI
South Africa Wine NPC,17088,ZA
MOB-BARS S.R.O,17089,CZ
MIEDZYNARODOWY INSTYTUT MECHANIZMOW I MASZYN MOLEKULARNYCH POLSKIEJ AKADEMII NAUK,17090,PL
PD-VALUE BV,17091,NL
The Myrovlytis Trust,17092,UK
European Tuberous Sclerosis Complex Association (e-tsc),17093,DE
Topadur Pharma AG,17094,CH
"Cell Signaling Technology, Inc.",17095,US
"EDITORIAL GALAXIA, SA",17097,ES
Centro Universitário Ritter dos Reis (UniRitter),17098,BR
Global Internet Forum to Counter Terrorism,17099,US
Cassa di Compensazione e Garanzia s.p.a.,17100,IT
NEOVYA Mobility by Technology,17101,FR
INCICO,17102,IT
ZENSOR,17103,BE
Centre méditerranéen d'études et de recherches internationales et communautaires,17106,MA
UNIVERSITE MOHAMMED V DE RABAT,17107,MA
INSTITUTO EUROPEO DEL MEDITERRANEO,17108,ES
UNIVERSITY OF NEW YORK TIRANA,17109,AL
INTERNATIONAL ORGANIZATION FOR MIGRATION,17110,CH
"SGS Portugal, S.A.",17112,PT
STERGIOS TZIMIKAS I.K.E.,17113,EL
DERMOPARTNERS S.L.,17114,ES
STATE HIGHER EDUCATIONAL ESTABLISHMENT ZAPORIZHZHYA NATIONAL UNIVERSITY OF THE MINISTRY OF EDUCATION AND SCIENCES OF UKRAINE,17115,UA
UNIVERSIDAD DE GUADALAJARA,17116,MX
NATIONAL AGRICULTURE AND FOOD RESEARCH ORGANIZATION,17117,JP
DEUTSCHES RHEUMA FORSCHUNGSZENTRUMBERLIN,17124,DE
ALTRABIO,17125,FR
STANDARD BIOTOOLS FRANCE SARL,17126,FR
SETM LIMITED LIABILITY COMPANY,17127,AZ
ELMEK MOZGASBAN ALAPITVANY,17128,HU
CASCATACHUVA LDA,17129,PT
INSTITUTE OF GENERAL AND INORGANIC CHEMISTRY VI VERNADSKY NATIONAL ACADEMY OF SCIENCES OF UKRAINE,17130,UA
University of Science and Technology of China,17131,CN
Semillas Fitó SAU,17132,ES
UNIVERSIDAD SAN FRANCISCO DE QUITO,17133,EC
WILHELM ROSER SOHNE GMBH CO. KG,17134,DE
GREEN-BASILISK B.V.,17135,NL
Institute for Nuclear Research of NAS of Ukraine,17136,UA
"NATIONAL NUCLEAR RESEARCH CENTER CJSC UNDER MINISTRY OF TRANSPORT, COMMUNICATIONS AND HIGH TECHNOLOGIES OF THE REPUBLIC OF AZERBAIJAN",17138,AZ
BEIA GMBH,17139,AT
INSTITUT EUROPEEN D'ETUDES DU DEVELOPPEMENT,17140,FR
INFOR ELEA,17141,IT
WASHINGTON STATE UNIVERSITY,17142,US
STIFTELSEN NORSAR,17143,NO
INSTITUTO NACIONAL DE MATEMATICA PURA E APLICADA,17152,BR
BIOMEDAL SL,17154,ES
SCIENTIFIC CENTRE FOR AEROSPACE RESEARCH OF THE EARTH OF THE INSTITUTE OF GEOLOGICAL SCIENCES OF THE NATIONAL ACADEMY OF SCIENCES OF UKRAINE,17173,UA
LIMITED LIABILITY COMPANY ECOMM CO,17174,UA
RESSOURCES INGENIERIE,17175,MA
UNIVERSITY OF SHANGHAI FOR SCIENCE AND TECHNOLOGY,17177,CN
SOUTH CHINA UNIVERSITY OF TECHNOLOGY,17178,CN
SUN YAT-SEN UNIVERSITY,17179,CN
河南科隆集团有限公司,17180,CN
VOLCANIC BASIN PETROLEUM RESEARCH AS,17182,NO
GRAPHENE-XT SRL,17183,IT
Oliver Kusche Research & Consulting,17184,DE
MAANA ELECTRIC SA,17185,LU
SKELETON TECHNOLOGIES GMBH,17186,DE
RBNANO,17188,FR
SOLAR MEMS TECHNOLOGIES SL,17189,ES
ASSOCIACAO ALMASCIENCE - INVESTIGACAO E DESENVOLVIMENTO EM CELULOSE PARA APLICACOES INTELIGENTES E SUSTENTAVEIS,17190,PT
KUKA ROBOTICS IRELAND LTD,17191,IE
FUTURE MOBILITY CAMPUS IRELAND COMPANY LIMITED BY GUARANTEE,17192,IE
Oxford Antibiotic Group GmbH,17193,AT
ABS-INTERNATIONAL,17194,BE
LEAD DISCOVERY CENTER GMBH,17195,DE
SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,17196,IN
Bacto - Tech sp. z o.o.,17197,PL
INSTITUT PRE VYSKUM PRACE A RODINY,17198,SK
MOZNOST VOLBY,17199,SK
MIGREUROP,17200,FR
Institut des Hautes Etudes de l'Amérique Latine (IHEAL),17201,FR
CEMM - FORSCHUNGSZENTRUM FUER MOLEKULARE MEDIZIN GMBH,17202,AT
INNOVATION DEVELOPMENT CENTER ABN LLC,17203,UA
CAMGRAPHIC SRL,17211,IT
BRIGHT PHOTONICS BV,17212,NL
Nuanxed AB,17219,SE
Zoic srl,17220,IT
AF ChemPharm Ltd,17221,UK
"Mary Ann Liebert, Inc.",17222,US
ANTLERON,17225,BE
LEIBNIZ-INSTITUT FUR PFLANZENBIOCHEMIE,17227,DE
Mpacts,17228,BE
IMPACTVISTA,17229,BE
HOCHSCHULE BREMEN,17230,DE
Stichting biomimicryNL,17231,NL
Mikrobiomik Healthcare Company,17232,ES
University of Colorado Denver,17233,US
ASSOCIACAO A MUSICA PORTUGUESA A GOSTAR DELA PROPRIA - MPAGDP,17234,PT
PTNERA CONSULTING S.L.,17235,ES
IRISH TRADITIONAL MUSIC ARCHIVE/TAISCE CHEOL DUCHAIS EIREANN LBG,17236,IE
"MEDIADE, INOVATIVNO ZALOZNISTVO,D.O.O.",17237,SI
ZDRUZENIE NA GRAGJANI MAKEDONSKA ASOCIJACIJA ZA COVECKI RESURSI SKOPJE,17238,MK
EKO INTEGRATED SERVICES LTD,17239,IE
UNIVERSIDAD ADOLFO IBANEZ,17240,CL
FUNDACJA PO DRUGIE,17241,PL
CHONNAM NATIONAL UNIVERSITY,17242,KR
KYUNGPOOK NATIONAL UNIVERSITY,17243,KR
European Automotive Research Partners Association,17244,BE
AJUNTAMENT DE SABADELL,17246,ES
Fédération des Aveugles et Handicapés Visuels de France,17247,FR
UNIVERSITAT RAMON LLULL FUNDACIO,17248,ES
China-Japan Friendship Hospital,17249,CN
XI'AN JIAOTONG-LIVERPOOL UNIVERSITY,17250,CN
STRATOSPHERE SA,17251,PT
Seton Hall University,17253,US
TARGET ACTIVE TRAINING,17254,RO
ASOCIATIA OBSTEASCA CENTRUL COMUNITAR DE ACCES LA INFORMATIE SI DE INSTRUIRE DIN MOLDOVA INFOGROUP,17269,MD
ACADEMIA DE STIINTE A MOLDOVEI,17270,MD
UNIVERSITATEA DE STA ALECU RUSSO DIN BALTI,17271,MD
TREAT4LIFE AB,17272,SE
ORSZAGOS KORANYI PULMONOLOGIAI INTEZET,17273,HU
APS-EKOINNOWACJE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,17276,PL
ARIGNA FUELS UNLIMITED COMPANY,17277,IE
MULLER ABFALLPROJEKTE GMBH,17278,AT
WESTSACHSISCHE HOCHSCHULE ZWICKAU,17279,DE
"NEUS DIAGNOSTICS, RAZISKAVE IN RAZVOJ MEDICINSKE OPREME, D.O.O.",17280,SI
Festa Dolphinarium EOOD,17281,BG
U.S. DEPARTMENT OF ENERGY,17282,US
Institute of Environmental Assessment and Water Research-CSIC,17283,ES
HRM One d.o.o.,17284,SI
Laura Fantone,17286,US
GULBUDAK GIDA SOGUTMA TEKSTIL INSAAT VE TICARET ANONIM SIRKETI,17287,TR
ISOLCELL S.P.A.,17288,IT
University of Cambridge - Department of Physics,17291,UK
PWANI UNIVERSITY,17296,KE
Institute of Economics Centre for Economic and Regional Studies,17297,HU
BRAVE NEW ALPS,17299,IT
The Institute for Technology in the Public Interest,17299,BE
Vaix Limited,17300,UK
VOLVO AUTONOMOUS SOLUTIONS AB,17301,SE
MONETDB SOLUTIONS BV,17302,NL
ANALYTICS ENGINES LIMITED,17303,UK
B-secur Limited,17304,UK
DANMARKS MEDIE-OG JOURNALISTHOJSKOLE,17305,DK
DEUTSCHES INSTITUT FUR ENTWICKLUNGUND NACHHALTIGKEIT GEMEINNUTZIGE GESELLSCHAFT MIT BESCHRANKTER HAFTUNG,17315,DE
SANDVIK MACHINING SOLUTIONS AB,17328,SE
SMALLMATEK - SMALL MATERIALS AND TECHNOLOGIES LDA,17329,PT
GUARANTEED,17330,BE
ERNST STRUNGMANN INSTITUTE GGMBH,17331,DE
FRENCH LINES & COMPAGNIES,17332,FR
"California State University, Sacramento",17333,US
"INSTEAD, TECHNOLOGIES FOR HELPING PEOPLE SL",17335,ES
CLUJ INNOVATION PARK S.A.,17336,RO
STICHTING BALTAN,17337,NL
SARVAJANIK EDUCATION SOCIETY,17338,IN
APO 33,17339,FR
BIOPOX SRL,17346,IT
GLYCODIAG,17348,FR
ICENI GLYCOSCIENCE LIMITED,17349,UK
Nanocore ApS,17355,DK
RESONANT CIRCUITS LIMITED,17356,UK
Gesellschaft für Umweltsanierungstechnologien mbH,17357,DE
UNIVERSIDAD DE CALDAS,17363,CO
UNIVERSIDAD DE PAMPLONA,17364,CO
UNIVERSIDAD COOPERATIVA DE COLOMBIA,17365,CO
BIOGENTS AG,17366,DE
Institut Pasteur de Bangui,17367,CF
MEDRES-MEDICAL RESEARCH GMBH,17380,DE
SETLANCE SRL,17381,IT
HYLOMORPH AG,17383,CH
AQUILON PHARMACEUTICALS SA,17385,BE
ANITOM,17386,BE
BAYLOR COLLEGE OF MEDICINE,17388,US
SILANTES GMBH,17389,DE
Marikomerc DOO,17390,HR
KORRES S.A. NATURAL PRODUCTS (KORRES ANONIMI ETERIA FYSIKA PROIONTA),17391,EL
GEORGIOU FLEXIBLE PACKAGING AE,17392,EL
BLUE ISLAND PLC,17393,CY
ORGANIC BIOELECTRONICS,17394,IT
SUSEA BV,17395,NL
MIEDZYNARODOWE CENTRUM KULTURY W KRAKOWIE,17396,PL
AXILES BIONICS,17397,BE
AZIENDA OSPEDALIERO UNIVERSITARIA DI FERRARA,17398,IT
Crowther Lab ETH Zurich,17399,CH
PHARROWTECH,17401,BE
STICHTING ZIEKENHUISGROEP TWENTE,17402,NL
"Remcom, Inc.",17404,US
ADANT SRL,17405,IT
Domovy na Orlici,17406,CZ
GOAL 3,17407,NL
BENETRONIC s.r.o.,17409,CZ
RIJKSINSPECTIE DIGITALE INFRASTRUCTUUR-RDI,17410,NL
ALIRI FRANCE SAS,17411,FR
CERISS - KENTRO PERIFEREIAKON KAI DIETHNON MELETON KAI YPOSTIRIXIS MONOPROSOPI IKE,17413,EL
Indaver,17414,BE
CARBOREM S.R.L.,17415,IT
Vyncke,17416,BE
INGELIA SL,17417,ES
NEXTCHEM TECH SPA,17418,IT
Innovative Centre Faculty of Chemistry Belgrade LTD,17420,RS
TUZLA BELEDIYESI,17424,TR
YASAR UNIVERSITESI,17425,TR
GAZIANTEP BUYUKSEHIR BELEDIYESI,17426,TR
ISTANBUL MILLI EGITIM MUDURLUGU,17427,TR
AURECON AUSTRALASIA PTY LTD,17428,AU
UNIVERSITY OF CANBERRA,17429,AU
Toscana Life Sciences Sviluppo,17434,IT
MUSEOVIRASTO,17440,FI
Vetsuisse Faculty University of Zurich,17441,CH
CENTRO DI STUDI FILOLOGICI E LINGUISTICI SICILIANI,17442,IT
AUREALIS OY,17443,FI
Innophore GmbH,17446,AT
PUROLITE LTD,17448,UK
University of Windsor,17450,CA
Florida State University,17451,US
ACCESSION THERAPEUTICS LIMITED,17452,UK
BASECLICK GMBH,17455,DE
MITOCON - INSIEME PER LO STUDIO E LA CURA DELLE MALATTIE MITOCONDRIALI - ODV,17456,IT
4BASEBIO SL,17457,ES
MINOVIA THERAPEUTICS,17458,IL
AGILENT TECHNOLOGIES ITALIA SPA,17459,IT
The Lily Foundation,17460,UK
Predica Diagnostics BV,17461,NL
Fermi National Accelerator Laboratory,17469,US
EUROMED RIGHTS - EURO-MEDITERRANEANHUMAN RIGHTS NETWORK,17473,DK
Instituto de Ceramica y Vidrio (ICV-CSIC),17474,ES
THE BRITISH LIBRARY BOARD,17476,UK
iontau Oy,17484,FI
INTERNATIONAL INSTITUTE FOR SUSTAINABLE DEVELOPMENT - INSTITUT INTERNATIONAL DU DEVELOPPEMENT DURABLE,17485,CA
SOIL SCOUT OY,17486,FI
Finnish Wildlife Agency,17488,FI
WhyCo Oy,17489,FI
Suomen ympäristöopisto SYKLI oy,17490,FI
Aachen Proteineers GmbH,17491,DE
Creoptix AG,17493,CH
MYOSWISS AG,17494,CH
ONWARD MEDICAL NV,17495,NL
WEARABLE ROBOTICS S.R.L.,17496,IT
PEPSCAN THERAPEUTICS BV,17497,NL
ALLEN INSTITUTE,17498,US
NVIDIA GmbH,17499,DE
Synthomer Deutschland GmbH,17508,DE
COVESTRO (NETHERLANDS) BV,17509,NL
ASSOCIATION GROUPE ESSEC,17511,FR
STICHTING NATIONAAL MUSEUM VAN WERELDCULTUREN,17512,NL
RiddoDuottarMuseat,17513,NO
DESTINA GENOMICA SLNE,17515,ES
GenomeScan B.V.,17516,NL
IIGM FOUNDATION,17517,IT
XEREM ASSOCIACAO CULTURAL,17518,PT
HENKEL KGaA,17519,DE
SYMERES NETHERLANDS BV,17520,NL
CHIRACON GMBH,17521,DE
TIGLI TASLI OZGE,17523,NL
Miami University,17524,US
FUNDACION MD ANDERSON INTERNATIONAL ESPANA,17525,ES
VISCOFAN SA,17526,ES
Nanoligent S.L.,17527,ES
QUBIOTECH HEALTH INTELLIGENCE SL (R.M.A CORUNA),17528,ES
Barcelona Liver Bioservices SL,17530,ES
SLOVENSKA ORGANIZACIA PRE VYSKUMNEA VYVOJOVE AKTIVITY ZDRUZENIE,17532,SK
I-EUROPA SRO,17533,SK
iPrescribe Exercise Digital Ltd,17540,UK
THE UNIVERSITY OF NOTTINGHAM NINGBO,17541,CN
"INSTITUTE OF URBAN ENVIRONMENT, CHINESE ACADEMY OF SCIENCES",17542,CN
IVL ENVIRONMENTAL TECHNOLOGIES (BEIJING) COMPANY LTD,17543,CN
"Department of Civil and Environmental Engineering, The Hong Kong Polytechnic University",17544,HK
HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,17545,CN
TAYLOR'S UNIVERSITY SDN BHD,17546,MY
ARCELORMITTAL TUBULAR PRODUCTS LEGUTIO SA,17547,ES
ARCELORMITTAL TUBULAR PRODUCTS ROMAN SA,17548,RO
FUELIUM SL,17557,ES
BLUEPLASMA POWER SL,17558,ES
ONALABS INNO-HUB SL,17559,ES
PRIVATE ENTERPRISE SOFTPARTNERS,17561,UA
ENERGIA OZE SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,17562,PL
FUNDACION EGIDIO FERUGLIO,17563,AR
UNIVERSIDAD DE TARAPACA,17564,CL
"""Centro de Apoyo a la Gestión del Agua y el Medio Ambiente """"Agua Sustentable""""""",17565,BO
BAYLOR UNIVERSITY,17566,US
CNA CAMPANIA NORD,17568,IT
FEDERCONSUMATORI PROVINCIALE CATANIA APS,17569,IT
AAEL ASOCIACION ANDALUZA DE ELECTRODOMESTICOS Y OTROS EQUIPAMIENTOS DEL HOGAR,17570,ES
REVERTIA REUSING AND RECYCLING SL,17571,ES
INSTITUT DE RECHERCHE CONTRE LES CANCERS DE L'APPAREIL DIGESTIF,17573,FR
VIALUX MESSTECHNIK + BILDVERARBEITUNG GMBH,17574,DE
FYLA LASER SL,17575,ES
INTUITIVE SURGICAL SARL,17576,CH
AD HARBI DOO SARAJEVO,17578,BA
Irish Manuscripts Commission,17579,IE
proionic GmbH,17580,AT
RFC Power Ltd,17581,UK
CEST KOMPETENZZENTRUM FUR ELEKTROCHEMISCHE OBERFLACHENTECHNOLOGIE GMBH,17582,AT
AMER-SIL SA,17583,LU
IONTOF GMBH,17584,DE
FIRAT UNIVERSITESI,17585,TR
INNOVATION HIVE - KYPSELI KAINOTOMIAS,17586,EL
AZERBAIJAN STATE AGRICULTURE UNIVERSITY,17587,AZ
EOLAS S.L.,17588,ES
LIEPAJAS UNIVERSITATE,17589,LV
DIGI MIND SPHERE SRL,17590,IT
ENSO HUB LIMITED,17591,IE
FLYING SQUIRREL GAMES MALTA LIMITED,17592,MT
ACTION LINE SYMVOULEFTIKI ANAPTYXIS ANTHROPINON PORON KAI ANALIPSIS EPICHEIRISIAKON LEITOURGION MONOPROSOPI ETAIREIA PERIORISMENIS EFTHYNIS,17593,EL
SCIENCE COMMUNICATIONS SCHUTZ & PARTNER GMBH,17594,AT
INSTITUTO DE MICROCIRUGIA OCULAR DOS SLP,17599,ES
SONMEDICA SL,17600,ES
ABBERIOR INSTRUMENTS GMBH,17601,DE
AMBROSYS GMBH GESELLSCHAFT FUR MANAGEMENT KOMPLEXER SYSTEME,17602,DE
OPTINAV SP ZOO,17603,PL
ITHERA MEDICAL GMBH,17604,DE
pro mente: kinder jugend familie GmbH,17605,AT
IRISH SOCIETY FOR THE PREVENTION OF CRUELTY TO CHILDREN LBG,17606,IE
FOROIGE THE NATIONAL YOUTH DEVELOPMENT ORGANISATION,17607,IE
DELL,17608,IE
Youthworks Consulting Ltd,17609,UK
BEYOND VISION - SISTEMAS MOVEIS AUTONOMOS DE REALIDADE AUMENTADA LDA,17611,PT
UNIVERSITE EURO-MEDITERRANEENNE DE FES,17612,MA
TIWAKIKI CONSULTING LIMITED,17613,UK
ZOETIS BELGIUM SA,17614,BE
PAN-ATLANTIC UNIVERSITY FOUNDATION,17615,NG
"Rutgers, The State University of New Jersey - RBHS",17616,US
VARSINAIS-SUOMEN SAIRAANHOITOPIIRIN KUNTAYHTYMA,17618,FI
COTSWOLD SEEDS LIMITED,17624,UK
Agriculture and Agri-Food Canada,17625,CA
CHROMACON AG,17631,CH
DATAHOW AG,17632,CH
Lawrence Berkeley National Laboratory - Accelerator Technology and Applied Physics Division,17633,US
Uniqsis Ltd,17635,UK
Procos Spa,17636,IT
King Faisal University,17637,SA
SVEUCILISTE U SPLITU EKONOMSKI FAKULTET,17638,HR
UNIVERSITAS BRAWIDJAJA,17639,ID
INSTITUT ZA JAVNE FINANCIJE,17640,HR
UNIVERSIDAD PRIVADA BOLIVIANA,17641,BO
Pontificia Universidad Católica de Valparaiso,17642,CL
DIPLOMACY SCHOLARS ASSOCIATION OF KENYA,17643,KE
UN Women Papua New Guinea Country Office,17644,PG
TRANSITIONS SDRUZENI,17645,CZ
SIAR RESEARCH AND CONSULTING LLC,17646,KG
Facultad Latinoamericana de Ciencias Sociales,17647,EC
BRATISLAVSKY INSTITUT PRE POLITICKU ANALYZU,17648,SK
Laboratoire d'Analyse des Politiques de Developpement of Cheikh Anta Diop University,17649,SN
CENTER FOR SUSTAINABLE DEVELOPMENT STUDIES,17650,VN
Barnabas Research and Training Institute,17651,ZM
GENERA,17653,IT
Noon Care S.r.l.,17654,IT
Archipel,17655,NL
"CAS050+ CENTRO DE ATENDIMENTO E SERVICOS 050+, ASSOCIACAO",17656,PT
Tover B.V.,17657,NL
Landsbond der Christelijke Mutualiteiten,17658,BE
PANTON BV,17659,NL
PANTOPICON BVBA,17660,BE
Huis Perrekes vzw,17661,BE
MOF APPS AS,17662,NO
Biomathematics and Statistics Scotland,17664,UK
TRIOS MESS- UND DATENTECHNIK GMBH,17665,DE
Chivas Brothers Ltd,17666,UK
EasyMining Sweden AB,17667,SE
LUODE CONSULTING OY,17668,FI
SCOTTISH ENVIRONMENT PROTECTION AGENCY,17669,UK
Landesbetrieb für Hochwasserschutz und Wasserwirtschaft,17670,DE
FONDAZIONE DEMOCENTER - SIPE,17671,IT
BICO GROUP AB,17672,SE
THE SALK INSTITUTE FOR BIOLOGICAL STUDIES,17673,US
PARIS SCIENCES ET LETTRES,17674,FR
Indian Statistical Institute,17675,IN
Simons Center for Geometry and Physics,17676,US
ARAMIS SRL,17678,IT
Fistral Training and Consultancy Ltd,17684,UK
D-Beam Ltd,17685,UK
FOTON SRO,17686,CZ
"INSTRUMENTATION TECHNOLOGIES, ELEKTRONSKA INSTRUMENTACIJA IN PRODUKTI ZA PROCESIRANJE SIGNALOV DOO",17687,SI
Carbon Digital Ltd.,17689,UK
CIVIDEC INSTRUMENTATION GMBH,17690,AT
Holdsworth Associates,17691,UK
Keko Geopolymeerit Oy,17692,FI
BETA CAE SYSTEMS INTERNATIONAL AG,17694,CH
